@relation 'converted_data'

@attribute 'count' string
@attribute 'keyword' string

@data
{0 '1',1 'bagbuckle'}
{0 '1',1 'backlesstank'}
{0 '1',1 'backlessswimsuit'}
{0 '1',1 'backlesssiamese'}
{0 '1',1 'backlessromper'}
{0 '1',1 'backlessblouse'}
{0 '1',1 'backless halter top'}
{0 '1',1 'backbowknotvest'}
{0 '1',1 'babyswimfloatboat'}
{0 '1',1 'awordcollar'}
{0 '1',1 'avocado'}
{0 '1',1 'autumnblouse'}
{0 '1',1 'autumn and winter'}
{0 '1',1 'athleticshortsmen'}
{0 '1',1 'athleticset'}
{0 '1',1 'asymmetricdres'}
{0 '1',1 'asymmetricalhem'}
{0 '1',1 'armpitsweatpad'}
{0 '1',1 'armpitguard'}
{0 '1',1 'antislipsock'}
{0 '1',1 'antimosquitonet'}
{0 '1',1 'antimosquitofly'}
{0 '1',1 'antifoggoggle'}
{0 '1',1 'anticellulite'}
{0 '1',1 'ankletchain'}
{0 '1',1 'ankleinvisiblesock'}
{0 '1',1 'angelprint'}
{0 '1',1 'airball'}
{0 '1',1 'air conditioner'}
{0 '1',1 'abito'}
{0 '1',1 'a-line skirt'}
{0 '1',1 'WomenBikini'}
{0 '1',1 'Women\'s Sweatsuit'}
{0 '1',1 'Women\'s Bikini Swimwear'}
{0 '1',1 'Women\'s Bikini'}
{0 '1',1 'Women Sleeveless Top'}
{0 '1',1 'Women Leggings'}
{0 '1',1 'Women Cap'}
{0 '1',1 'Woman clothes'}
{0 '1',1 'Wolf'}
{0 '1',1 'Wedding'}
{0 '1',1 'Watersports'}
{0 '1',1 'Waist Coat'}
{0 '1',1 'Visors'}
{0 '1',1 'Vintage swimwear'}
{0 '1',1 'V Collar'}
{0 '1',1 'Uniforms'}
{0 '1',1 'Undershirts'}
{0 '1',1 'USA flag'}
{0 '1',1 'Two Piece Swimwear'}
{0 '1',1 'Triangle Swimwear'}
{0 '1',1 'Tree'}
{0 '1',1 'Travel Accessories'}
{0 '1',1 'Travel'}
{0 '1',1 'Training'}
{0 '1',1 'Totes'}
{0 '1',1 'Tiger'}
{0 '1',1 'Thong'}
{0 '1',1 'Temperament'}
{0 '1',1 'Tech & Gadgets'}
{0 '1',1 'Tankini Swimsuits'}
{0 '1',1 'T-Shirts polo sport men\'s'}
{0 '1',1 'Swimsuit  For Women'}
{0 '1',1 'Swimming Pools'}
{0 '1',1 'Swim Wear Cover Up'}
{0 '1',1 'Swim Shorts'}
{0 '1',1 'String Bikini'}
{0 '1',1 'Storage'}
{0 '1',1 'Stickers'}
{0 '1',1 'Sterling'}
{0 '1',1 'Star'}
{0 '1',1 'Stamps'}
{0 '1',1 'Sport & Outdoor'}
{0 '1',1 'Solar'}
{0 '1',1 'Sofas'}
{0 '1',1 'Sneakers'}
{0 '1',1 'Smartphones'}
{0 '1',1 'Slimwaist'}
{0 '1',1 'Skirts women'}
{0 '1',1 'Skincare'}
{0 '1',1 'Skateboard'}
{0 '1',1 'Simple Style'}
{0 '1',1 'Silver Ring'}
{0 '1',1 'Silicone'}
{0 '1',1 'Shoulder Bags'}
{0 '1',1 'ShortsMen'}
{0 '1',1 'Shopping Bag'}
{0 '1',1 'Shirts & T-Shirts'}
{0 '1',1 'Sheer'}
{0 '1',1 'Shaving & Hair Removal'}
{0 '1',1 'Sexy women'}
{0 '1',1 'Sexy Wedding Dress'}
{0 '1',1 'Sequin'}
{0 '1',1 'Seal'}
{0 '1',1 'School'}
{0 '1',1 'Rose Gold Ring'}
{0 '1',1 'Rope'}
{0 '1',1 'Roman'}
{0 '1',1 'Racer back tank'}
{0 '1',1 'Push-Up'}
{0 '1',1 'Pure Cotton'}
{0 '1',1 'Printed Leggings'}
{0 '1',1 'Pretty'}
{0 '1',1 'Pouch'}
{0 '1',1 'Polyester Shirt'}
{0 '1',1 'Platform'}
{0 '1',1 'Plastic'}
{0 '1',1 'Plaid Dress'}
{0 '1',1 'Photography'}
{0 '1',1 'Phone Accessories'}
{0 '1',1 'Phone'}
{0 '1',1 'Pet Supplies'}
{0 '1',1 'Penguin'}
{0 '1',1 'Patio'}
{0 '1',1 'PLAINCROP TOP'}
{0 '1',1 'Owl'}
{0 '1',1 'Oversize'}
{0 '1',1 'Outfits & Sets'}
{0 '1',1 'Outdoor Sports'}
{0 '1',1 'Off shoulder tops for women'}
{0 '1',1 'Nightgown'}
{0 '1',1 'Nightclub Tops'}
{0 '1',1 'New Fashion'}
{0 '1',1 'Neckline'}
{0 '1',1 'Necklace'}
{0 '1',1 'Muscle'}
{0 '1',1 'Motorcycle'}
{0 '1',1 'Moisturizing Socks'}
{0 '1',1 'Military'}
{0 '1',1 'Men\'s vest'}
{0 '1',1 'Men\'s Sandals'}
{0 '1',1 'Mats'}
{0 '1',1 'Maternity Dresses'}
{0 '1',1 'Maternity'}
{0 '1',1 'Massage & Relaxation'}
{0 '1',1 'Massage'}
{0 '1',1 'Man t-shirts'}
{0 '1',1 'Long sleeved'}
{0 '1',1 'Long Coat'}
{0 '1',1 'Loafers'}
{0 '1',1 'Lingerie Sets'}
{0 '1',1 'Lens'}
{0 '1',1 'Leggings for Women'}
{0 '1',1 'Large'}
{0 '1',1 'Laptop'}
{0 '1',1 'Lantern'}
{0 '1',1 'Lady'}
{0 '1',1 'Kit'}
{0 '1',1 'King'}
{0 '1',1 'Jumpers'}
{0 '1',1 'Jogger'}
{0 '1',1 'Jack Daniels'}
{0 '1',1 'Indoor Slippers'}
{0 '1',1 'Ice'}
{0 '1',1 'Household'}
{0 '1',1 'Hoodies'}
{0 '1',1 'Home Décor'}
{0 '1',1 'Home & Garden'}
{0 '1',1 'Hobbies'}
{0 '1',1 'Hiking'}
{0 '1',1 'Heels'}
{0 '1',1 'Health & Beauty'}
{0 '1',1 'Halterneck Top'}
{0 '1',1 'Gray'}
{0 '1',1 'Gold Ring'}
{0 '1',1 'Glasses'}
{0 '1',1 'Girl'}
{0 '1',1 'Garden Decor'}
{0 '1',1 'Furniture'}
{0 '1',1 'Fountain'}
{0 '1',1 'Formal Dresses'}
{0 '1',1 'Fitted Dress'}
{0 '1',1 'Fishing'}
{0 '1',1 'Festival'}
{0 '1',1 'Female'}
{0 '1',1 'Fans'}
{0 '1',1 'Family'}
{0 '1',1 'Exotic'}
{0 '1',1 'Equipment'}
{0 '1',1 'Embroidery'}
{0 '1',1 'Elephant'}
{0 '1',1 'Durable'}
{0 '1',1 'Dress Shirt'}
{0 '1',1 'Door'}
{0 '1',1 'Doggie'}
{0 '1',1 'Dog Supplies'}
{0 '1',1 'Deer'}
{0 '1',1 'Decor'}
{0 '1',1 'Cycling Clothing'}
{0 '1',1 'Cycling'}
{0 '1',1 'Cotton Mens Shirts'}
{0 '1',1 'Corset Dress'}
{0 '1',1 'Cool Tees'}
{0 '1',1 'Computers'}
{0 '1',1 'Coffee'}
{0 '1',1 'Cocktail Party Dress'}
{0 '1',1 'Cloth'}
{0 '1',1 'Christian'}
{0 '1',1 'Chinese'}
{0 '1',1 'Chic'}
{0 '1',1 'Cherry'}
{0 '1',1 'Charming'}
{0 '1',1 'Charm'}
{0 '1',1 'Casual sweater'}
{0 '1',1 'Cars'}
{0 '1',1 'Canvas Shoes'}
{0 '1',1 'Cake'}
{0 '1',1 'Button-Down Shirts'}
{0 '1',1 'Bustier'}
{0 '1',1 'Bucket Hats'}
{0 '1',1 'Brazilian Bikini bottom'}
{0 '1',1 'Brand'}
{0 '1',1 'Braids'}
{0 '1',1 'Box'}
{0 '1',1 'Board Shorts'}
{0 '1',1 'Blanket'}
{0 '1',1 'Black Top'}
{0 '1',1 'Birthday'}
{0 '1',1 'Bikini Lingerie'}
{0 '1',1 'Bikini Cover-Up'}
{0 '1',1 'Bikes'}
{0 '1',1 'Big size'}
{0 '1',1 'Bicycle'}
{0 '1',1 'Bib'}
{0 '1',1 'Belly'}
{0 '1',1 'Beds'}
{0 '1',1 'Beading'}
{0 '1',1 'Battery'}
{0 '1',1 'Bathroom'}
{0 '1',1 'Bathing Suits For Women'}
{0 '1',1 'Bathing'}
{0 '1',1 'Bath'}
{0 '1',1 'Basketball'}
{0 '1',1 'Bali'}
{0 '1',1 'Backs'}
{0 '1',1 'Baby Girl'}
{0 '1',1 'Arms'}
{0 '1',1 'Anklets'}
{0 '1',1 'Ankle Strap'}
{0 '1',1 'Angel'}
{0 '1',1 'Adjustable Baseball Cap'}
{0 '1',1 'Adidas'}
{0 '1',1 '90sfashion'}
{0 '1',1 '5pointspant'}
{0 '1',1 '3mreflective'}
{0 '1',1 '3dprintedtshirt'}
{0 '1',1 '34sleeve'}
{0 '1',1 '2piecesbikini'}
{0 '1',1 '2piecebathingsuit'}
{0 '1',1 '2in1sportsjogging'}
{0 '1',1 '2in1short'}
{0 '1',1 '2014summermenshort'}
{0 '1',1 '2014menshort'}
{0 '1',1 '2,piece dress sets'}
{0 '1',1 '2,Piece Swimsuit'}
{0 '1',1 '#fashion #shorts'}
{0 '1',1 '#Summer Clothes'}
